"","Term","p.value","p.adj","z.score","set.size","set.mean","set.sd"
"GO:0007275","multicellular organismal development",0.200949841563133,0.436277592418752,0.838233309043607,4379,0.000978969872582699,0.00707003430898883
"GO:0045112","integrin biosynthetic process",0.200980740660471,0.436294039084921,0.838123258810927,4,0.00393733222222832,0.0115635231424302
"GO:0001102","RNA polymerase II activating transcription factor binding",0.201047871369254,0.4363411332168,0.837884201036705,36,0.00191103777824237,0.00634980917784068
"GO:0046637","regulation of alpha-beta T cell differentiation",0.201065668179683,0.4363411332168,-0.837820833213936,42,-3.62989868350702e-05,0.00847420503549379
"GO:0009791","post-embryonic development",0.201073421260535,0.4363411332168,-0.837793228428658,98,0.000287984736169839,0.00671703879661666
"GO:1903202","negative regulation of oxidative stress-induced cell death",0.201109321689178,0.4363411332168,0.837665413547471,9,0.00292340075717647,0.0104804265720829
"GO:0000405","bubble DNA binding",0.201124488486009,0.4363411332168,-0.837611419910198,6,-0.00157877891846634,0.00178415039215573
"GO:0045088","regulation of innate immune response",0.201184838454702,0.4363411332168,-0.837396598840982,270,0.000533219919105314,0.00800244723187814
"GO:0051781","positive regulation of cell division",0.201202297338434,0.4363411332168,0.837334459601598,76,0.00159449283636215,0.00826650037691257
"GO:2000107","negative regulation of leukocyte apoptotic process",0.201205204421961,0.4363411332168,-0.837324113093777,40,-5.89020526807221e-05,0.00796061187836663
"GO:0032602","chemokine production",0.201272442139219,0.4363411332168,-0.837084834495028,61,0.000124153713027931,0.00796692017973841
"GO:0014887","cardiac muscle adaptation",0.201294267274404,0.4363411332168,-0.837007175775468,15,-0.000666269403357276,0.00651028627583219
"GO:2000973","regulation of pro-B cell differentiation",0.201358561251663,0.4363411332168,-0.836778432735494,5,-0.00181272082576186,0.00303437706569515
"GO:0004047","aminomethyltransferase activity",0.201372580632424,0.4363411332168,-0.836728560848713,6,-0.00157616650721562,0.00558939357010598
"GO:0004020","adenylylsulfate kinase activity",0.2013729740861,0.4363411332168,0.836727161225105,2,0.00518863760573217,0.00418663490731576
"GO:0004779","sulfate adenylyltransferase activity",0.2013729740861,0.4363411332168,0.836727161225105,2,0.00518863760573217,0.00418663490731576
"GO:0004781","sulfate adenylyltransferase (ATP) activity",0.2013729740861,0.4363411332168,0.836727161225105,2,0.00518863760573217,0.00418663490731576
"GO:0005775","vacuolar lumen",0.201402622325627,0.4363411332168,0.836621698947277,75,0.00159853433359499,0.00897872206780836
"GO:0004563","beta-N-acetylhexosaminidase activity",0.201497706087477,0.4363411332168,0.836283537568769,4,0.00393066456632342,0.014308983587155
"GO:0090189","regulation of branching involved in ureteric bud morphogenesis",0.201501735267183,0.4363411332168,-0.836269210073631,22,-0.000391944878418548,0.0039060540332935
"GO:0043240","Fanconi anaemia nuclear complex",0.201504098723645,0.4363411332168,-0.836260805859474,13,-0.00078102234515652,0.00466701562001418
"GO:0048340","paraxial mesoderm morphogenesis",0.201521373942558,0.4363411332168,0.836199378707089,9,0.00291985906524117,0.00715116785867817
"GO:0002182","cytoplasmic translational elongation",0.201572706773203,0.4363411332168,-0.836016868253417,2,-0.0033855108726465,0.00241786357425917
"GO:1900247","regulation of cytoplasmic translational elongation",0.201572706773203,0.4363411332168,-0.836016868253417,2,-0.0033855108726465,0.00241786357425917
"GO:1900248","negative regulation of cytoplasmic translational elongation",0.201572706773203,0.4363411332168,-0.836016868253417,2,-0.0033855108726465,0.00241786357425917
"GO:0070341","fat cell proliferation",0.201585591428396,0.4363411332168,0.835971062093799,6,0.00337341095614389,0.00685166080155219
"GO:0070344","regulation of fat cell proliferation",0.201585591428396,0.4363411332168,0.835971062093799,6,0.00337341095614389,0.00685166080155219
"GO:0004470","malic enzyme activity",0.201681887752445,0.436499061934194,0.835628775139521,4,0.00392829152714898,0.00741869295527981
"GO:0016408","C-acyltransferase activity",0.201775559223915,0.436651273813344,0.835295912179232,15,0.00246255360113734,0.00686796293858301
"GO:0010509","polyamine homeostasis",0.201877077200081,0.436804208836424,0.834935271018854,1,0.00695234325173584,NA
"GO:0009151","purine deoxyribonucleotide metabolic process",0.201892932192864,0.436804208836424,0.834878956187758,15,0.00246177349045801,0.0047805922349775
"GO:0050748","negative regulation of lipoprotein metabolic process",0.202007285492858,0.437001073485532,-0.834472866820136,6,-0.00156949182864515,0.00382687038305599
"GO:0006998","nuclear envelope organization",0.202034575961367,0.437001193645376,0.834375973741127,55,0.00171404211108476,0.00556785959503482
"GO:0030426","growth cone",0.202069869706478,0.437001193645376,-0.834250677150503,117,0.000342535050894009,0.00700517924668483
"GO:0004842","ubiquitin-protein transferase activity",0.202085784486644,0.437001193645376,0.834194182253704,266,0.00126764298228564,0.0074179955985548
"GO:0005731","nucleolus organizer region",0.202158524852577,0.437001193645376,-0.833935999600587,1,-0.00514561343370843,NA
"GO:0007072","positive regulation of transcription on exit from mitosis",0.202158524852577,0.437001193645376,-0.833935999600587,1,-0.00514561343370843,NA
"GO:0030874","nucleolar chromatin",0.202158524852577,0.437001193645376,-0.833935999600587,1,-0.00514561343370843,NA
"GO:0000448","cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",0.202170871902442,0.437001193645376,-0.833892180840184,1,-0.00514529578340508,NA
"GO:0035651","AP-3 adaptor complex binding",0.202264779255654,0.437147525312844,0.833558963019811,3,0.00438824939997071,0.00765892420961433
"GO:0002765","immune response-inhibiting signal transduction",0.202285308409493,0.437147525312844,-0.833486130360935,6,-0.00156657204049326,0.00852623734504865
"GO:0051010","microtubule plus-end binding",0.20234849525653,0.437160831246854,-0.833261985877961,11,-0.000920995665840173,0.00451144198534897
"GO:0005518","collagen binding",0.202355650909991,0.437160831246854,0.833236605065703,61,0.00167176667841251,0.00836121945505634
"GO:0072177","mesonephric duct development",0.202368701438652,0.437160831246854,0.833190316752607,9,0.00291258968107413,0.0060716845498845
"GO:0060038","cardiac muscle cell proliferation",0.202384945931666,0.437160831246854,0.833132702409805,36,0.00190530289751878,0.00710920229747873
"GO:1900017","positive regulation of cytokine production involved in inflammatory response",0.202512541162258,0.43738593637931,-0.832680256540564,7,-0.0013813467129411,0.00207293958729357
"GO:0031965","nuclear membrane",0.202563167169364,0.437440982011013,0.832500786652269,225,0.00129943376773656,0.00665116816349466
"GO:0007143","female meiotic division",0.202588448282203,0.437440982011013,-0.832411174799012,19,-0.00048389344418889,0.00783197924679093
"GO:0010862","positive regulation of pathway-restricted SMAD protein phosphorylation",0.202608182836706,0.437440982011013,0.832341228014023,26,0.00208220377567031,0.0067809977772732
"GO:0052251","induction by organism of defense response of other organism involved in symbiotic interaction",0.202678947376397,0.437454738068249,0.832090444980587,3,0.00438210354242699,0.00748251922615129
"GO:0002444","myeloid leukocyte mediated immunity",0.202682810336039,0.437454738068249,-0.832076756512556,55,8.76876967881828e-05,0.00653380757732138
"GO:0044327","dendritic spine head",0.202684711581178,0.437454738068249,0.83207001947294,2,0.0051647660365236,0.00730408217533561
"GO:0044322","endoplasmic reticulum quality control compartment",0.202753731155605,0.43755321815837,-0.831825474993406,2,-0.00336402663626049,0.00444103681909713
"GO:0017085","response to insecticide",0.202879140196751,0.437773352926569,-0.831381263253001,12,-0.000839496192899066,0.00474752386507393
"GO:0003333","amino acid transmembrane transport",0.202976725507337,0.437933405690916,-0.831035719494245,44,-7.31854712258083e-06,0.00823083746565552
"GO:0043175","RNA polymerase core enzyme binding",0.203014682606858,0.437933897129795,0.830901342472384,11,0.00271532340125303,0.00987122945898187
"GO:0003272","endocardial cushion formation",0.203023776109782,0.437933897129795,0.830869151570119,12,0.00263791077628618,0.00591217715151933
"GO:0044291","cell-cell contact zone",0.203126346700049,0.438104628314438,0.830506112393524,53,0.00172546498373887,0.00787697421657161
"GO:0050910","detection of mechanical stimulus involved in sensory perception of sound",0.203450757159272,0.438434313743282,-0.829358611206555,14,-0.000706468285739116,0.00625709095479419
"GO:0033540","fatty acid beta-oxidation using acyl-CoA oxidase",0.203450942857159,0.438434313743282,0.829357954670769,11,0.00271195098558005,0.00714987842212564
"GO:0036123","histone H3-K9 dimethylation",0.203470865975199,0.438434313743282,-0.829287518466089,4,-0.00210582315384038,0.0014457115741632
"GO:0030990","intraciliary transport particle",0.203552896819561,0.438434313743282,0.828997549897601,28,0.00203454697453808,0.00628670637999292
"GO:0034235","GPI anchor binding",0.203660277409735,0.438434313743282,-0.828618078520004,8,-0.00122354960956299,0.0107989336392007
"GO:0060986","endocrine hormone secretion",0.203662740268624,0.438434313743282,-0.828609376443176,37,-8.67211997110065e-05,0.00599096252229699
"GO:0001964","startle response",0.203672724339247,0.438434313743282,-0.828574100136034,22,-0.000380059136624953,0.00425402206863005
"GO:0072526","pyridine-containing compound catabolic process",0.203676441376614,0.438434313743282,-0.828560967143785,5,-0.00178608345446495,0.0025101737961679
"GO:0072134","nephrogenic mesenchyme morphogenesis",0.203704509161389,0.438434313743282,-0.82846180299354,2,-0.0033467851320906,0.0169464083526359
"GO:0030350","iron-responsive element binding",0.203804215174537,0.438434313743282,0.828109605131352,3,0.00436544343069235,0.00440112015983927
"GO:0002100","tRNA wobble adenosine to inosine editing",0.203833887967965,0.438434313743282,-0.828004809877563,1,-0.00510261714176815,NA
"GO:0070358","actin polymerization-dependent cell motility",0.203857757346745,0.438434313743282,-0.827920517112785,3,-0.00256516616863973,0.00333419854370742
"GO:0060740","prostate gland epithelium morphogenesis",0.20389244955609,0.438434313743282,-0.827798014891503,30,-0.000194931515284588,0.00648201597864731
"GO:0060009","Sertoli cell development",0.203911839804337,0.438434313743282,0.82772955108417,14,0.00250279921447683,0.00537977481124059
"GO:0035248","alpha-1,4-N-acetylgalactosaminyltransferase activity",0.203950983559157,0.438434313743282,0.827591352683917,1,0.00689910582864536,NA
"GO:0051788","response to misfolded protein",0.204000639015465,0.438434313743282,0.82741606509197,8,0.00301995542459465,0.00466191032751663
"GO:0006050","mannosamine metabolic process",0.204011082419885,0.438434313743282,-0.827379202304279,2,-0.00334123593933371,0.00472522118049413
"GO:0006051","N-acetylmannosamine metabolic process",0.204011082419885,0.438434313743282,-0.827379202304279,2,-0.00334123593933371,0.00472522118049413
"GO:0031161","phosphatidylinositol catabolic process",0.204012694762774,0.438434313743282,-0.827373511209223,1,-0.00509804074089193,NA
"GO:0004615","phosphomannomutase activity",0.204018129699268,0.438434313743282,-0.827354327683092,2,-0.00334110843704307,0.00903330648708372
"GO:0019307","mannose biosynthetic process",0.204018129699268,0.438434313743282,-0.827354327683092,2,-0.00334110843704307,0.00903330648708372
"GO:1900040","regulation of interleukin-2 secretion",0.204075443997675,0.438434313743282,0.827152045720262,5,0.00358100227197686,0.00671426984335018
"GO:0004528","phosphodiesterase I activity",0.204094491439946,0.438434313743282,-0.827084828207764,5,-0.00178129846808615,0.001395598196685
"GO:0043402","glucocorticoid mediated signaling pathway",0.204097670252414,0.438434313743282,-0.827073610694514,2,-0.00333966953838431,0.00514631069664825
"GO:1900169","regulation of glucocorticoid mediated signaling pathway",0.204097670252414,0.438434313743282,-0.827073610694514,2,-0.00333966953838431,0.00514631069664825
"GO:0021513","spinal cord dorsal/ventral patterning",0.204098197884682,0.438434313743282,0.827071748775952,25,0.00209802183360728,0.00558318325058174
"GO:0038032","termination of G-protein coupled receptor signaling pathway",0.204102272589927,0.438434313743282,-0.827057369976842,39,-5.9238592682705e-05,0.00559870003334615
"GO:0035162","embryonic hemopoiesis",0.204102618019796,0.438434313743282,0.827056151033543,25,0.00209799923527132,0.00660869656060389
"GO:0045636","positive regulation of melanocyte differentiation",0.204120526057022,0.438434313743282,0.826992959333774,5,0.00358048658461585,0.00759949235784552
"GO:0050942","positive regulation of pigment cell differentiation",0.204120526057022,0.438434313743282,0.826992959333774,5,0.00358048658461585,0.00759949235784552
"GO:1902913","positive regulation of neuroepithelial cell differentiation",0.204120526057022,0.438434313743282,0.826992959333774,5,0.00358048658461585,0.00759949235784552
"GO:0061158","3'-UTR-mediated mRNA destabilization",0.204123788386031,0.438434313743282,-0.826981447980253,1,-0.00509519860198911,NA
"GO:1900363","regulation of mRNA polyadenylation",0.204123788386031,0.438434313743282,-0.826981447980253,1,-0.00509519860198911,NA
"GO:1900365","positive regulation of mRNA polyadenylation",0.204123788386031,0.438434313743282,-0.826981447980253,1,-0.00509519860198911,NA
"GO:0035709","memory T cell activation",0.204146416802309,0.438434313743282,-0.826901605064497,2,-0.00333878787222087,0.00104085643275919
"GO:2000567","regulation of memory T cell activation",0.204146416802309,0.438434313743282,-0.826901605064497,2,-0.00333878787222087,0.00104085643275919
"GO:2000568","positive regulation of memory T cell activation",0.204146416802309,0.438434313743282,-0.826901605064497,2,-0.00333878787222087,0.00104085643275919
